phc_id,medicine_name,current_stock,daily_consumption,minimum_safety_stock,expiry_date,incoming_shipment_qty,incoming_shipment_eta_days
PHC-070,ORS,2320,89,623,2026-09-22,0,0
PHC-070,Insulin,6644,183,1281,2026-11-30,0,0
PHC-070,Amoxicillin,3551,138,966,2027-06-22,0,0
PHC-070,Cough Syrup,1755,52,364,2027-05-31,0,0
PHC-070,IV Fluids,4470,172,1204,2027-04-30,0,0
PHC-070,Antiseptic Solution,3960,124,868,2026-09-25,0,0
PHC-071,Antiseptic Solution,607,53,371,2027-03-16,0,0
PHC-071,Cough Syrup,1598,157,1099,2027-06-04,0,0
PHC-071,Paracetamol,1630,145,1015,2026-10-08,0,0
PHC-071,ORS,1147,134,938,2026-12-05,0,0
PHC-071,IV Fluids,631,64,448,2027-04-10,0,0
PHC-071,Insulin,802,68,476,2026-12-23,0,0
PHC-072,IV Fluids,7062,198,1386,2027-05-23,0,0
PHC-072,Antiseptic Solution,2441,89,623,2026-11-06,0,0
PHC-072,ORS,2616,113,791,2026-11-07,0,0
PHC-072,Paracetamol,5251,136,952,2027-08-08,0,0
PHC-072,Iron Tablets,1377,65,455,2027-08-18,0,0
PHC-073,Amoxicillin,1143,98,686,2027-06-03,0,0
PHC-073,Paracetamol,1734,191,1337,2027-02-13,0,0
PHC-073,Iron Tablets,1434,132,924,2027-03-05,0,0
PHC-073,Antiseptic Solution,676,78,546,2026-10-26,0,0
PHC-073,ORS,844,61,427,2026-11-27,0,0
PHC-073,Insulin,1340,95,665,2027-01-03,0,0
PHC-073,IV Fluids,877,77,539,2026-11-11,0,0
PHC-073,Cough Syrup,695,58,406,2027-04-08,0,0
PHC-074,Cough Syrup,1246,92,644,2027-06-30,0,0
PHC-074,Antiseptic Solution,1752,152,1064,2026-12-11,0,0
PHC-074,Insulin,2787,186,1302,2027-05-06,0,0
PHC-074,IV Fluids,2004,140,980,2027-06-30,0,0
PHC-074,Paracetamol,1850,133,931,2027-04-21,0,0
PHC-075,ORS,1802,133,931,2026-12-19,0,0
PHC-075,Iron Tablets,2397,174,1218,2027-07-14,0,0
PHC-075,Insulin,900,74,518,2027-02-22,0,0
PHC-075,IV Fluids,773,59,413,2027-07-14,0,0
PHC-075,Antiseptic Solution,1256,147,1029,2026-10-20,0,0
PHC-075,Amoxicillin,1408,135,945,2027-05-02,0,0
PHC-075,Paracetamol,2263,156,1092,2026-11-22,0,0
PHC-076,Antiseptic Solution,1789,184,1288,2026-10-28,0,0
PHC-076,Insulin,1585,118,826,2027-03-06,0,0
PHC-076,Cough Syrup,1699,197,1379,2027-04-21,0,0
PHC-076,Iron Tablets,1667,158,1106,2026-12-28,0,0
PHC-076,ORS,1374,132,924,2027-08-23,0,0
PHC-076,Amoxicillin,749,56,392,2026-12-17,0,0
PHC-077,Paracetamol,2126,169,1183,2026-09-26,0,0
PHC-077,Amoxicillin,718,67,469,2027-02-07,0,0
PHC-077,ORS,1995,142,994,2026-10-01,0,0
PHC-077,Iron Tablets,1744,124,868,2027-08-20,0,0
PHC-077,IV Fluids,1423,148,1036,2027-04-04,0,0
PHC-077,Antiseptic Solution,2670,180,1260,2026-11-11,0,0
PHC-078,IV Fluids,784,83,581,2026-12-01,0,0
PHC-078,Amoxicillin,2334,198,1386,2027-01-03,0,0
PHC-078,Iron Tablets,863,85,595,2027-06-17,0,0
PHC-078,Antiseptic Solution,924,84,588,2026-12-05,0,0
PHC-078,Insulin,2797,194,1358,2027-03-03,0,0
PHC-078,Cough Syrup,797,67,469,2026-11-21,0,0
PHC-079,Amoxicillin,1743,119,833,2027-01-13,0,0
PHC-079,ORS,1343,101,707,2026-10-25,0,0
PHC-079,IV Fluids,1376,95,665,2027-05-04,0,0
PHC-079,Paracetamol,2242,175,1225,2027-05-14,0,0
PHC-079,Insulin,1242,113,791,2026-10-13,0,0
PHC-079,Iron Tablets,1917,147,1029,2027-04-11,0,0
PHC-080,Antiseptic Solution,699,81,567,2027-05-10,0,0
PHC-080,Paracetamol,1220,142,994,2027-04-06,0,0
PHC-080,Amoxicillin,2211,180,1260,2026-12-12,0,0
PHC-080,Cough Syrup,1730,146,1022,2026-10-14,0,0
PHC-080,ORS,1337,93,651,2027-07-08,0,0
PHC-080,Iron Tablets,803,88,616,2026-12-05,0,0
PHC-081,Amoxicillin,1933,58,406,2027-07-27,0,0
PHC-081,Paracetamol,3354,126,882,2026-11-05,0,0
PHC-081,Cough Syrup,1375,62,434,2026-12-22,0,0
PHC-081,Antiseptic Solution,3043,91,637,2027-07-31,0,0
PHC-081,IV Fluids,7006,196,1372,2026-12-21,0,0
PHC-081,Insulin,5807,166,1162,2027-03-25,0,0
PHC-082,Antiseptic Solution,441,50,350,2027-05-18,0,0
PHC-082,IV Fluids,1052,80,560,2027-01-06,0,0
PHC-082,ORS,1700,156,1092,2027-03-11,0,0
PHC-082,Iron Tablets,1657,139,973,2027-08-14,0,0
PHC-082,Cough Syrup,840,104,728,2027-01-03,0,0
PHC-082,Amoxicillin,1193,122,854,2026-10-26,0,0
PHC-082,Insulin,1293,128,896,2027-06-30,0,0
PHC-082,Paracetamol,1764,132,924,2026-11-19,0,0
PHC-083,Amoxicillin,1334,155,1085,2027-01-21,0,0
PHC-083,Iron Tablets,1618,145,1015,2027-02-23,0,0
PHC-083,Paracetamol,1225,105,735,2026-12-20,0,0
PHC-083,Antiseptic Solution,828,78,546,2026-10-11,0,0
PHC-083,IV Fluids,1453,101,707,2027-05-07,0,0
PHC-083,Insulin,1463,179,1253,2027-05-27,0,0
PHC-083,Cough Syrup,1615,178,1246,2027-03-15,0,0
PHC-083,ORS,2270,173,1211,2027-06-17,0,0
PHC-084,ORS,1069,119,833,2027-02-14,0,0
PHC-084,Antiseptic Solution,1903,196,1372,2026-10-28,0,0
PHC-084,Iron Tablets,1585,129,903,2027-03-14,0,0
PHC-084,Amoxicillin,2087,188,1316,2026-11-27,0,0
PHC-084,Cough Syrup,643,57,399,2026-10-17,0,0
PHC-085,Amoxicillin,791,77,539,2027-08-20,0,0
PHC-085,Antiseptic Solution,921,68,476,2027-06-21,0,0
PHC-085,IV Fluids,1815,168,1176,2027-04-21,0,0
PHC-085,Iron Tablets,1370,111,777,2027-06-29,0,0
PHC-085,ORS,1333,90,630,2027-04-06,0,0
PHC-085,Cough Syrup,685,66,462,2027-07-21,0,0
PHC-085,Paracetamol,2158,160,1120,2027-05-02,0,0
PHC-085,Insulin,2634,195,1365,2027-06-27,0,0
PHC-086,IV Fluids,1145,82,574,2026-10-23,0,0
PHC-086,Cough Syrup,2060,144,1008,2026-10-19,0,0
PHC-086,Amoxicillin,646,50,350,2027-03-24,0,0
PHC-086,Paracetamol,1094,78,546,2026-10-07,0,0
PHC-086,Iron Tablets,1212,110,770,2027-07-21,0,0
PHC-086,Antiseptic Solution,1856,150,1050,2027-04-05,0,0
PHC-086,ORS,1632,153,1071,2027-06-28,0,0
PHC-087,Cough Syrup,1555,182,1274,2027-07-31,0,0
PHC-087,Paracetamol,214,144,1008,2027-08-10,1728,10
PHC-087,Iron Tablets,2017,198,1386,2026-10-19,0,0
PHC-087,Insulin,1609,137,959,2026-09-27,0,0
PHC-087,IV Fluids,648,340,2380,2027-05-20,6800,8
PHC-087,Antiseptic Solution,2061,140,980,2027-02-19,0,0
PHC-087,ORS,331,248,1736,2027-07-24,6944,6
PHC-087,Amoxicillin,806,65,455,2027-07-15,0,0
PHC-088,Insulin,1554,117,819,2026-11-20,0,0
PHC-088,Iron Tablets,577,63,441,2027-04-14,0,0
PHC-088,Cough Syrup,1728,171,1197,2027-06-21,0,0
PHC-088,Amoxicillin,1161,109,763,2027-04-09,0,0
PHC-088,Paracetamol,1682,171,1197,2027-06-20,0,0
PHC-088,IV Fluids,1301,161,1127,2027-05-09,0,0
PHC-089,Paracetamol,688,80,560,2027-07-28,0,0
PHC-089,Iron Tablets,882,83,581,2027-08-19,0,0
PHC-089,Cough Syrup,2642,194,1358,2026-12-25,0,0
PHC-089,ORS,1003,78,546,2027-01-29,0,0
PHC-089,Antiseptic Solution,1408,125,875,2026-10-30,0,0
PHC-090,Paracetamol,1920,134,938,2027-07-13,0,0
PHC-090,Cough Syrup,580,50,350,2027-05-31,0,0
PHC-090,Insulin,1901,172,1204,2026-10-27,0,0
PHC-090,Amoxicillin,1801,188,1316,2027-04-06,0,0
PHC-090,ORS,1530,173,1211,2027-06-23,0,0
PHC-091,Paracetamol,1350,153,1071,2027-08-22,0,0
PHC-091,Amoxicillin,2051,183,1281,2027-06-23,0,0
PHC-091,Antiseptic Solution,1160,88,616,2027-01-19,0,0
PHC-091,IV Fluids,561,68,476,2026-12-03,0,0
PHC-091,Cough Syrup,2200,175,1225,2027-05-21,0,0
PHC-092,Insulin,764,54,378,2026-11-02,0,0
PHC-092,Iron Tablets,410,51,357,2026-11-06,0,0
PHC-092,Paracetamol,1331,122,854,2027-05-23,0,0
PHC-092,ORS,774,82,574,2027-08-15,0,0
PHC-092,Cough Syrup,1387,119,833,2027-04-20,0,0
PHC-092,Amoxicillin,1616,111,777,2027-07-31,0,0
PHC-092,IV Fluids,718,59,413,2027-06-04,0,0
PHC-092,Antiseptic Solution,892,72,504,2027-02-23,0,0
PHC-093,Cough Syrup,724,75,525,2027-04-21,0,0
PHC-093,Insulin,1073,101,707,2027-01-12,0,0
PHC-093,ORS,768,68,476,2027-05-28,0,0
PHC-093,Amoxicillin,896,63,441,2026-12-05,0,0
PHC-093,Antiseptic Solution,1521,105,735,2027-05-12,0,0
PHC-093,Paracetamol,1017,95,665,2026-11-30,0,0
PHC-093,IV Fluids,2177,167,1169,2027-08-11,0,0
PHC-093,Iron Tablets,2090,141,987,2027-01-03,0,0
PHC-094,IV Fluids,1892,165,1155,2026-11-03,0,0
PHC-094,Iron Tablets,2548,192,1344,2027-04-18,0,0
PHC-094,Insulin,937,105,735,2027-02-20,0,0
PHC-094,Cough Syrup,1391,111,777,2026-11-07,0,0
PHC-094,Paracetamol,613,54,378,2027-02-25,0,0
PHC-095,Insulin,5976,172,1204,2027-07-16,0,0
PHC-095,ORS,3611,103,721,2027-01-15,0,0
PHC-095,Amoxicillin,3571,132,924,2027-02-05,0,0
PHC-095,IV Fluids,5981,178,1246,2027-02-10,0,0
PHC-095,Paracetamol,1339,63,441,2027-03-17,0,0
PHC-096,Cough Syrup,1520,127,889,2027-02-25,0,0
PHC-096,Antiseptic Solution,1257,93,651,2027-01-16,0,0
PHC-096,IV Fluids,603,346,2422,2027-02-16,3806,4
PHC-096,Amoxicillin,1398,140,980,2026-12-16,0,0
PHC-096,Insulin,1181,91,637,2027-02-15,0,0
PHC-096,Iron Tablets,1421,96,672,2026-12-09,0,0
PHC-096,ORS,268,182,1274,2026-10-13,5096,4
PHC-096,Paracetamol,492,324,2268,2026-12-25,0,0
PHC-097,Insulin,2607,187,1309,2026-11-05,0,0
PHC-097,IV Fluids,1947,181,1267,2027-05-31,0,0
PHC-097,Amoxicillin,1601,131,917,2027-06-10,0,0
PHC-097,ORS,918,64,448,2027-03-25,0,0
PHC-097,Paracetamol,1364,151,1057,2027-04-28,0,0
PHC-097,Antiseptic Solution,1541,144,1008,2026-09-28,0,0
PHC-098,Paracetamol,758,56,392,2026-12-09,0,0
PHC-098,IV Fluids,1181,117,819,2027-08-15,0,0
PHC-098,Amoxicillin,1507,170,1190,2027-02-16,0,0
PHC-098,Iron Tablets,1443,156,1092,2027-08-18,0,0
PHC-098,Cough Syrup,918,112,784,2027-02-10,0,0
PHC-098,ORS,2633,176,1232,2026-10-26,0,0
PHC-098,Insulin,1713,142,994,2027-07-08,0,0
PHC-098,Antiseptic Solution,2266,161,1127,2027-08-09,0,0
PHC-099,Paracetamol,1609,155,1085,2026-12-14,0,0
PHC-099,ORS,723,76,532,2027-06-06,0,0
PHC-099,Iron Tablets,1465,106,742,2027-07-05,0,0
PHC-099,Amoxicillin,2561,184,1288,2027-07-01,0,0
PHC-099,Cough Syrup,862,79,553,2026-10-31,0,0
PHC-099,IV Fluids,1084,79,553,2026-09-30,0,0
PHC-100,Insulin,1211,87,609,2027-02-11,0,0
PHC-100,ORS,2066,198,1386,2026-12-13,0,0
PHC-100,Cough Syrup,2396,178,1246,2027-08-01,0,0
PHC-100,Amoxicillin,1280,111,777,2026-10-26,0,0
PHC-100,Paracetamol,1030,75,525,2026-09-29,0,0
PHC-100,Antiseptic Solution,1761,185,1295,2026-12-29,0,0
PHC-101,Iron Tablets,794,53,371,2027-05-31,0,0
PHC-101,IV Fluids,818,76,532,2027-06-16,0,0
PHC-101,Insulin,627,71,497,2027-04-12,0,0
PHC-101,ORS,1955,152,1064,2026-11-13,0,0
PHC-101,Paracetamol,786,93,651,2027-01-01,0,0
PHC-101,Antiseptic Solution,1278,136,952,2027-04-16,0,0
PHC-101,Amoxicillin,780,81,567,2027-04-27,0,0
PHC-101,Cough Syrup,1761,177,1239,2027-07-16,0,0
PHC-102,Paracetamol,1816,130,910,2027-05-06,0,0
PHC-102,IV Fluids,1378,167,1169,2026-12-21,0,0
PHC-102,Antiseptic Solution,2422,192,1344,2027-02-24,0,0
PHC-102,Insulin,1052,92,644,2026-11-29,0,0
PHC-102,Cough Syrup,1678,129,903,2027-05-29,0,0
PHC-102,ORS,934,78,546,2027-05-31,0,0
PHC-102,Amoxicillin,2444,191,1337,2027-07-11,0,0
PHC-103,Iron Tablets,1585,132,924,2027-05-30,0,0
PHC-103,Paracetamol,962,75,525,2027-01-05,0,0
PHC-103,Cough Syrup,1560,136,952,2027-03-14,0,0
PHC-103,Insulin,1131,92,644,2027-03-27,0,0
PHC-103,IV Fluids,1515,161,1127,2027-08-13,0,0
PHC-103,ORS,957,69,483,2027-06-23,0,0
PHC-103,Amoxicillin,1041,104,728,2026-10-16,0,0
PHC-103,Antiseptic Solution,1886,126,882,2027-04-15,0,0
PHC-104,Insulin,1163,88,616,2027-02-22,0,0
PHC-104,Amoxicillin,1750,161,1127,2026-10-24,0,0
PHC-104,Antiseptic Solution,1420,102,714,2027-02-05,0,0
PHC-104,ORS,1540,123,861,2027-01-31,0,0
PHC-104,Iron Tablets,1192,110,770,2026-11-19,0,0
PHC-105,Cough Syrup,752,86,602,2027-01-09,0,0
PHC-105,IV Fluids,1329,120,840,2027-01-30,0,0
PHC-105,Iron Tablets,1678,200,1400,2027-06-22,0,0
PHC-105,Insulin,1870,145,1015,2026-11-18,0,0
PHC-105,ORS,1548,131,917,2027-05-23,0,0
PHC-105,Antiseptic Solution,1665,113,791,2026-12-05,0,0
PHC-105,Paracetamol,1608,142,994,2027-03-29,0,0
PHC-106,Cough Syrup,2135,166,1162,2026-10-18,0,0
PHC-106,Insulin,1203,97,679,2027-08-16,0,0
PHC-106,Iron Tablets,673,84,588,2027-01-02,0,0
PHC-106,Antiseptic Solution,1305,128,896,2026-11-03,0,0
PHC-106,Amoxicillin,710,78,546,2027-06-13,0,0
PHC-107,Paracetamol,1554,176,1232,2027-01-04,0,0
PHC-107,Cough Syrup,1432,98,686,2027-02-05,0,0
PHC-107,Iron Tablets,1626,123,861,2027-04-05,0,0
PHC-107,Insulin,914,83,581,2027-01-05,0,0
PHC-107,IV Fluids,1571,105,735,2027-02-13,0,0
PHC-108,Amoxicillin,1923,136,952,2026-11-28,0,0
PHC-108,Antiseptic Solution,735,72,504,2027-06-20,0,0
PHC-108,ORS,1438,160,1120,2026-11-20,0,0
PHC-108,Iron Tablets,1080,130,910,2026-11-26,0,0
PHC-108,Insulin,2496,177,1239,2027-02-12,0,0
PHC-109,Amoxicillin,2982,199,1393,2026-09-24,0,0
PHC-109,IV Fluids,2459,184,1288,2026-12-23,0,0
PHC-109,ORS,2253,156,1092,2027-01-26,0,0
PHC-109,Iron Tablets,2254,177,1239,2027-03-09,0,0
PHC-109,Antiseptic Solution,559,56,392,2026-11-23,0,0
PHC-109,Insulin,1592,150,1050,2026-11-15,0,0
PHC-109,Paracetamol,1198,132,924,2026-11-02,0,0
PHC-110,Cough Syrup,2328,164,1148,2027-05-23,0,0
PHC-110,Antiseptic Solution,1409,118,826,2027-04-26,0,0
PHC-110,Paracetamol,970,73,511,2027-03-29,0,0
PHC-110,Amoxicillin,1070,97,679,2027-04-28,0,0
PHC-110,ORS,604,73,511,2027-03-15,0,0
PHC-110,Insulin,2139,168,1176,2027-08-19,0,0
PHC-111,Iron Tablets,919,97,679,2026-11-01,0,0
PHC-111,Amoxicillin,1635,116,812,2026-11-15,0,0
PHC-111,Antiseptic Solution,1890,161,1127,2026-09-24,0,0
PHC-111,Insulin,1331,151,1057,2026-12-18,0,0
PHC-111,Cough Syrup,1930,172,1204,2027-04-17,0,0
PHC-111,IV Fluids,1760,174,1218,2027-08-03,0,0
PHC-111,ORS,1822,142,994,2027-04-12,0,0
PHC-111,Paracetamol,1093,127,889,2026-11-30,0,0
PHC-112,Paracetamol,1504,185,1295,2027-07-14,0,0
PHC-112,Insulin,1543,130,910,2027-02-06,0,0
PHC-112,IV Fluids,2218,156,1092,2026-11-20,0,0
PHC-112,Cough Syrup,2175,176,1232,2027-08-18,0,0
PHC-112,Iron Tablets,1537,138,966,2027-05-03,0,0
PHC-112,Antiseptic Solution,502,55,385,2026-12-29,0,0
PHC-112,Amoxicillin,1769,170,1190,2027-01-18,0,0
PHC-113,Insulin,816,61,427,2027-07-04,0,0
PHC-113,Antiseptic Solution,1684,118,826,2027-06-12,0,0
PHC-113,Amoxicillin,983,76,532,2027-05-04,0,0
PHC-113,Cough Syrup,2461,167,1169,2026-11-17,0,0
PHC-113,Iron Tablets,1037,77,539,2027-07-31,0,0
PHC-114,Antiseptic Solution,2658,182,1274,2026-11-04,0,0
PHC-114,IV Fluids,1387,136,952,2026-12-15,0,0
PHC-114,Iron Tablets,1357,161,1127,2026-10-10,0,0
PHC-114,Amoxicillin,1259,88,616,2026-10-21,0,0
PHC-114,Paracetamol,2709,183,1281,2027-04-24,0,0
PHC-114,ORS,2158,152,1064,2027-07-02,0,0
PHC-114,Insulin,1657,127,889,2027-03-01,0,0
PHC-114,Cough Syrup,1111,138,966,2027-02-12,0,0
PHC-115,Iron Tablets,1654,164,1148,2026-09-24,0,0
PHC-115,Cough Syrup,1721,166,1162,2027-01-20,0,0
PHC-115,Antiseptic Solution,2367,198,1386,2027-08-09,0,0
PHC-115,Amoxicillin,2587,186,1302,2027-01-19,0,0
PHC-115,Paracetamol,1403,139,973,2027-07-12,0,0
PHC-115,Insulin,1105,85,595,2027-06-15,0,0
PHC-115,IV Fluids,987,113,791,2027-06-13,0,0
PHC-116,Iron Tablets,1467,145,1015,2027-05-28,0,0
PHC-116,Paracetamol,294,114,798,2026-12-03,2622,2
PHC-116,Antiseptic Solution,1820,128,896,2027-01-10,0,0
PHC-116,ORS,506,192,1344,2027-05-30,0,0
PHC-116,IV Fluids,644,380,2660,2026-10-14,0,0
PHC-116,Cough Syrup,1992,196,1372,2027-05-11,0,0
PHC-116,Amoxicillin,1831,136,952,2027-05-23,0,0
PHC-117,Insulin,1842,152,1064,2027-05-31,0,0
PHC-117,ORS,570,55,385,2026-12-23,0,0
PHC-117,Cough Syrup,1274,156,1092,2027-06-19,0,0
PHC-117,Iron Tablets,1398,131,917,2026-11-07,0,0
PHC-117,Antiseptic Solution,1173,79,553,2027-06-26,0,0
PHC-117,Paracetamol,929,93,651,2026-12-24,0,0
PHC-117,IV Fluids,1538,115,805,2026-12-09,0,0
PHC-118,Insulin,5486,195,1365,2026-11-03,0,0
PHC-118,IV Fluids,4284,178,1246,2026-12-03,0,0
PHC-118,Iron Tablets,4467,145,1015,2026-12-17,0,0
PHC-118,ORS,3444,112,784,2027-04-26,0,0
PHC-118,Amoxicillin,5574,192,1344,2026-09-22,0,0
PHC-119,Cough Syrup,660,52,364,2027-04-21,0,0
PHC-119,Paracetamol,2739,192,1344,2027-05-30,0,0
PHC-119,Antiseptic Solution,1765,150,1050,2027-08-20,0,0
PHC-119,ORS,812,69,483,2027-05-07,0,0
PHC-119,IV Fluids,848,81,567,2027-04-02,0,0
PHC-119,Amoxicillin,1509,141,987,2026-09-26,0,0
PHC-119,Iron Tablets,910,81,567,2026-12-29,0,0
PHC-119,Insulin,1314,163,1141,2026-10-02,0,0
PHC-120,Antiseptic Solution,1062,120,840,2027-06-14,0,0
PHC-120,Paracetamol,1938,169,1183,2027-06-13,0,0
PHC-120,Insulin,865,61,427,2027-01-14,0,0
PHC-120,IV Fluids,616,62,434,2027-04-25,0,0
PHC-120,Amoxicillin,2072,186,1302,2026-09-24,0,0
PHC-120,ORS,1404,150,1050,2026-11-02,0,0
PHC-120,Cough Syrup,2676,196,1372,2027-01-15,0,0
PHC-121,ORS,911,74,518,2027-04-20,0,0
PHC-121,Paracetamol,1531,109,763,2027-08-07,0,0
PHC-121,Cough Syrup,581,52,364,2027-05-17,0,0
PHC-121,IV Fluids,2251,159,1113,2027-08-05,0,0
PHC-121,Iron Tablets,778,75,525,2026-10-05,0,0
PHC-121,Antiseptic Solution,1929,166,1162,2027-07-19,0,0
PHC-121,Amoxicillin,866,99,693,2026-09-28,0,0
PHC-121,Insulin,814,67,469,2026-12-30,0,0
PHC-122,Antiseptic Solution,1224,134,938,2027-05-12,0,0
PHC-122,Iron Tablets,688,60,420,2026-09-23,0,0
PHC-122,Cough Syrup,1375,107,749,2027-05-18,0,0
PHC-122,Amoxicillin,1006,104,728,2027-03-10,0,0
PHC-122,IV Fluids,1377,146,1022,2026-12-25,0,0
PHC-122,Insulin,537,51,357,2026-10-29,0,0
PHC-122,ORS,1157,141,987,2026-11-19,0,0
PHC-122,Paracetamol,862,86,602,2026-12-30,0,0
PHC-123,Insulin,1294,133,931,2027-08-10,0,0
PHC-123,IV Fluids,1707,121,847,2027-06-09,0,0
PHC-123,Iron Tablets,2825,199,1393,2027-01-07,0,0
PHC-123,Amoxicillin,944,70,490,2027-08-02,0,0
PHC-123,ORS,605,66,462,2027-04-08,0,0
PHC-124,Antiseptic Solution,1201,147,1029,2027-05-06,0,0
PHC-124,Insulin,1074,109,763,2026-10-30,0,0
PHC-124,IV Fluids,2017,141,987,2027-02-19,0,0
PHC-124,Cough Syrup,2062,178,1246,2027-08-17,0,0
PHC-124,Amoxicillin,945,70,490,2027-01-16,0,0
PHC-124,ORS,662,75,525,2027-03-25,0,0
PHC-124,Iron Tablets,697,59,413,2027-03-11,0,0
PHC-124,Paracetamol,1272,100,700,2027-01-28,0,0
PHC-125,Iron Tablets,1169,107,749,2027-04-16,0,0
PHC-125,Cough Syrup,1888,187,1309,2027-07-19,0,0
PHC-125,Paracetamol,658,55,385,2026-10-08,0,0
PHC-125,Insulin,771,85,595,2027-03-10,0,0
PHC-125,Amoxicillin,2419,195,1365,2027-07-27,0,0
PHC-125,ORS,2757,196,1372,2027-04-05,0,0
PHC-126,Amoxicillin,1558,171,1197,2027-07-13,0,0
PHC-126,IV Fluids,1562,129,903,2027-06-06,0,0
PHC-126,ORS,1657,167,1169,2026-09-25,0,0
PHC-126,Antiseptic Solution,956,86,602,2027-04-14,0,0
PHC-126,Insulin,1319,113,791,2027-07-10,0,0
PHC-126,Iron Tablets,1963,175,1225,2027-07-13,0,0
PHC-127,Paracetamol,1811,137,959,2026-12-30,0,0
PHC-127,Insulin,1247,151,1057,2027-01-28,0,0
PHC-127,Antiseptic Solution,1024,79,553,2026-11-30,0,0
PHC-127,Cough Syrup,1688,133,931,2027-05-17,0,0
PHC-127,IV Fluids,1953,174,1218,2026-11-03,0,0
PHC-127,ORS,2393,190,1330,2027-05-04,0,0
PHC-128,Paracetamol,764,92,644,2027-06-11,0,0
PHC-128,Antiseptic Solution,1055,77,539,2027-03-06,0,0
PHC-128,Amoxicillin,2390,193,1351,2027-08-07,0,0
PHC-128,ORS,1497,103,721,2027-04-12,0,0
PHC-128,IV Fluids,1406,159,1113,2027-01-09,0,0
PHC-128,Insulin,808,77,539,2026-12-19,0,0
PHC-128,Cough Syrup,573,53,371,2027-03-02,0,0
PHC-128,Iron Tablets,568,53,371,2027-05-14,0,0
PHC-129,Insulin,1666,145,1015,2027-01-03,0,0
PHC-129,Cough Syrup,935,88,616,2027-08-16,0,0
PHC-129,Antiseptic Solution,570,59,413,2027-07-25,0,0
PHC-129,ORS,2147,163,1141,2027-03-09,0,0
PHC-129,Paracetamol,835,84,588,2027-08-17,0,0
PHC-129,IV Fluids,698,60,420,2027-04-22,0,0
PHC-129,Amoxicillin,1630,123,861,2027-01-17,0,0
PHC-130,Iron Tablets,1339,146,1022,2027-05-05,0,0
PHC-130,IV Fluids,1822,158,1106,2027-05-01,0,0
PHC-130,Insulin,1222,89,623,2027-05-26,0,0
PHC-130,Paracetamol,733,55,385,2027-04-28,0,0
PHC-130,Amoxicillin,945,71,497,2027-02-22,0,0
PHC-130,ORS,1696,187,1309,2026-12-20,0,0
PHC-131,Antiseptic Solution,2425,166,1162,2026-12-06,0,0
PHC-131,Paracetamol,1119,115,805,2027-07-15,0,0
PHC-131,Amoxicillin,735,91,637,2026-11-08,0,0
PHC-131,IV Fluids,1595,148,1036,2027-07-19,0,0
PHC-131,ORS,814,70,490,2026-12-27,0,0
PHC-131,Insulin,1447,158,1106,2027-04-28,0,0
PHC-132,Amoxicillin,2006,162,1134,2027-08-07,0,0
PHC-132,IV Fluids,1084,77,539,2026-12-16,0,0
PHC-132,ORS,703,70,490,2027-04-03,0,0
PHC-132,Antiseptic Solution,804,81,567,2027-03-16,0,0
PHC-132,Insulin,689,57,399,2027-05-24,0,0
PHC-133,Paracetamol,626,266,1862,2027-01-19,5852,3
PHC-133,Cough Syrup,1528,139,973,2027-05-23,0,0
PHC-133,Amoxicillin,985,75,525,2027-02-19,0,0
PHC-133,Antiseptic Solution,1285,99,693,2027-06-15,0,0
PHC-133,IV Fluids,1007,392,2744,2027-06-07,0,0
PHC-133,Iron Tablets,2403,177,1239,2027-02-23,0,0
PHC-134,Cough Syrup,2072,196,1372,2027-03-01,0,0
PHC-134,Antiseptic Solution,1769,147,1029,2026-09-22,0,0
PHC-134,Iron Tablets,1087,129,903,2027-06-23,0,0
PHC-134,ORS,1365,98,686,2027-04-26,0,0
PHC-134,Paracetamol,1755,131,917,2026-11-25,0,0
PHC-135,Cough Syrup,1277,99,693,2027-06-29,0,0
PHC-135,IV Fluids,1302,150,1050,2027-03-06,0,0
PHC-135,Insulin,2784,198,1386,2026-10-19,0,0
PHC-135,Antiseptic Solution,1422,127,889,2026-12-14,0,0
PHC-135,Paracetamol,1765,197,1379,2027-05-27,0,0
PHC-135,Amoxicillin,1770,124,868,2027-01-07,0,0
PHC-135,ORS,1431,105,735,2026-12-31,0,0
PHC-135,Iron Tablets,547,52,364,2027-07-13,0,0
PHC-136,Insulin,4393,148,1036,2027-08-18,0,0
PHC-136,Paracetamol,4180,161,1127,2026-11-25,0,0
PHC-136,Iron Tablets,1987,75,525,2027-06-24,0,0
PHC-136,Cough Syrup,2726,97,679,2026-10-02,0,0
PHC-136,Antiseptic Solution,4668,150,1050,2027-06-23,0,0
PHC-136,ORS,5507,185,1295,2027-06-14,0,0
PHC-136,IV Fluids,6125,199,1393,2027-08-21,0,0
PHC-136,Amoxicillin,2840,81,567,2027-01-06,0,0
PHC-137,Insulin,1816,191,1337,2027-03-24,0,0
PHC-137,ORS,1076,121,847,2027-08-06,0,0
PHC-137,Amoxicillin,1346,158,1106,2027-01-30,0,0
PHC-137,IV Fluids,1238,116,812,2026-12-14,0,0
PHC-137,Iron Tablets,1701,152,1064,2027-01-30,0,0
PHC-138,ORS,866,74,518,2027-07-11,0,0
PHC-138,Antiseptic Solution,1447,122,854,2027-07-30,0,0
PHC-138,Iron Tablets,1070,75,525,2026-12-18,0,0
PHC-138,Amoxicillin,1915,131,917,2027-04-09,0,0
PHC-138,Insulin,999,96,672,2027-06-21,0,0
